Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value
CHEMBL4097207,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2cccc(F)c2)cc1,'=',860.0
CHEMBL255174,COC(=O)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,'=',3720.0
CHEMBL257489,COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,'=',4140.0
CHEMBL241970,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',130.0
CHEMBL258738,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1C(F)(F)F,'=',166.0
CHEMBL76084,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,'=',20.0
CHEMBL403099,Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',527.8
CHEMBL256847,Cc1c(Cl)nc(-c2ccc(S(C)(=O)=O)cc2)nc1NCc1ccc(F)cc1,'=',68.8
CHEMBL4289814,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1OC,'=',1020.0
CHEMBL4288146,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(OC)cc3)on2)cc1,'=',650.0
CHEMBL292413,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cn1,'=',51.0
CHEMBL48671,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2OCC(F)(F)F)cc1,'=',500.0
CHEMBL348825,COC1(c2cc(F)cc(OCc3nc(-c4ccc(F)cc4)c(S(N)(=O)=O)o3)c2)CCOCC1,'<',100.0
CHEMBL442224,Cc1cc(C)c(-c2noc(C)c2-c2ccccc2)c(C)c1,'>',100000.0
CHEMBL298084,CS(=O)(=O)c1ccc(-n2cc(CSc3ccc(Cl)cc3)nc2-c2ccc(Cl)cc2)cc1,'=',50.0
CHEMBL329052,COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,'=',250.0
CHEMBL17218,CCSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1,'=',2000.0
CHEMBL297177,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(C(F)(F)F)cc3)C2)cc1,'=',980.0
CHEMBL4066211,Cc1c(C(=O)NC(CO)Cc2ccccc2)nc2ccc(Cl)cc2c1O,'=',2780.0
CHEMBL3265356,Brc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',39000.0
CHEMBL347378,COc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3ncnn23)c1,'=',257039578.28
CHEMBL406328,Nc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,'>',100000.0
CHEMBL260386,Nc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)nc1,'>',100000.0
CHEMBL3265357,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,'=',42000.0
CHEMBL27982,COc1ccc2c(c1)c(Cc1nc(-c3ccc(Br)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,'=',30.0
CHEMBL399878,CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccccc2)cc1,'=',200.0
CHEMBL4789884,Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1,'=',43000.0
CHEMBL1275921,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1F.[Na+],'=',14000.0
CHEMBL1242276,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,'=',4700.0
CHEMBL3290199,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3ccc(Cl)cc3)nc2-c2ccccc2)cc1,'=',470.0
CHEMBL364804,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',3.0
CHEMBL558340,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1,'=',3.0
CHEMBL283660,COc1ccc2c(c1)c(Cc1nc(-c3ccc(F)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',12.0
CHEMBL4446093,Cc1ccc(Nc2c(F)cccc2Cl)c(CNS(=O)(=O)C(F)(F)F)c1,'=',400.0
CHEMBL185547,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',3.02
CHEMBL4451436,N#Cc1c(/N=C/c2ccc(Cl)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',7530.0
CHEMBL1830471,Cc1ccc(-c2cc(CCC(=O)N3CCN(Cc4ccc(C(C)(C)C)cc4)CC3)nn2-c2ccc3ccccc3n2)cc1,'>',10000.0
CHEMBL4584799,CCc1ccc(C(=O)/C=C/C2=Cc3ccccc3OC2)cc1,'=',390.0
CHEMBL1630251,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,'=',7.0
CHEMBL3425981,CO[C@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@H]1O,'=',6020.0
CHEMBL149032,CC(S)CN1c2ccccc2Sc2ccccc21,'=',4000.0
CHEMBL4528653,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OC)CC1)C2=O,'=',44500.0
CHEMBL2334133,CCCCCCN(CCCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',9080.0
CHEMBL2333749,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,'=',12960.0
CHEMBL2334142,CCCCCCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',8990.0
CHEMBL3113240,O=S(=O)(Nc1ccncc1Nc1ccc(F)cc1)C(F)(F)F,'=',300.0
CHEMBL3576983,COC(=O)CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC,'=',3630.0
CHEMBL4633930,CSc1nc2ccccc2n1-c1csc(N)n1,'=',230.0
CHEMBL4637840,CSc1nc2ccccc2n1-c1csc(NC(=O)c2ccc(C)cc2)n1,'=',260.0
CHEMBL4635572,O=[N+]([O-])c1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,'=',60.0
CHEMBL3264692,Clc1cccc(-n2cc(CSc3nc4ccccc4o3)nn2)c1,'=',4630.0
CHEMBL3264701,CC(C)(C)c1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,'=',3850.0
CHEMBL4639368,O=C1N/C(=N\c2nnc(-c3ccc(O)cc3)s2)S/C1=C\c1ccc(Cl)c(Cl)c1,'=',70.0
CHEMBL4283447,O=c1c2ccccc2nc(SCc2cc(-c3ccc(Cl)cc3)no2)n1-c1ccc(Br)cc1,'=',560.0
CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C,'>',100000.0
CHEMBL4637729,O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1,'=',102000.0
CHEMBL3410339,Cc1ccccc1C1C2CCc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,'=',3280.0
CHEMBL3410358,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,'=',7240.0
CHEMBL66445,CS(=O)(=O)c1ccc(-c2sccc2-c2ccc(F)cc2)cc1,'=',4300.0
CHEMBL126578,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,'=',2180.0
CHEMBL282015,COc1ccc2c(c1)c(Cc1nc(-c3ccc4ccccc4c3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',7.0
CHEMBL16353,CC(C)Sc1nnc(-c2cc(C(C)C)c(O)c(C(C)C)c2)s1,'>',20000.0
CHEMBL29840,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,'=',10.0
CHEMBL110822,CC1(C)OC(=O)C(Oc2ccccn2)=C1c1ccc(S(C)(=O)=O)cc1,'=',120.0
CHEMBL361848,CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,'=',2000.0
CHEMBL2283167,C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,'=',3600.0
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],'=',840.0
CHEMBL17184,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,'=',3.0
CHEMBL4450776,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccccc1,'=',82.99
CHEMBL95640,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,'>',66000.0
CHEMBL149936,CCOC(=O)c1csc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n12,'=',900.0
CHEMBL126967,CS(=O)(=O)c1ccc(-c2[nH]c(I)c(I)c2-c2ccc(F)cc2)cc1,'>',300000.0
CHEMBL300597,COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',21.0
CHEMBL25288,CC[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',110.0
CHEMBL111057,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,'=',150.0
CHEMBL2111594,COC(=O)[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',400.0
CHEMBL419561,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)co1,'=',4150.0
CHEMBL52872,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',6.0
CHEMBL326005,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,'=',51000.0
CHEMBL282643,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Br)cc1,'=',3720.0
CHEMBL127210,Cc1cc(=O)c(Oc2ccc(F)c(F)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',4430.0
CHEMBL3234224,COC(=O)/C(=C/c1ccc(C(F)(F)F)cc1)CSc1nc2ccccc2o1,'=',2950.0
CHEMBL2334132,CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',16430.0
CHEMBL317517,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3c2CCCC3)cc1,'=',19000.0
CHEMBL2315854,O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,'=',27400.0
CHEMBL277124,CONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)O1,'<',20000.0
CHEMBL5282918,O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,'=',90.0
CHEMBL5272671,N#Cc1ccc(-c2cs/c(=N\C(=O)c3cccs3)n2-c2ccccc2)cc1,'=',90.0
CHEMBL5273141,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccc(Br)cc1,'=',220.0
CHEMBL5281749,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccccc1,'=',220.0
CHEMBL5281666,O=C(/C=C/c1cccs1)c1cccc(-n2cnnn2)c1,'=',100.0
CHEMBL5284867,CC(=O)Oc1cc2oc(-c3ccc(F)cc3)cc2cc1-c1c[se]nn1,'=',50.0
CHEMBL5290356,CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1,'=',50.0
CHEMBL5277238,CCCCNc1cc(C(=O)N/N=c2\scc(-c3ccc(OC)cc3)n2-c2ccc(Br)cc2)cc(S(N)(=O)=O)c1Oc1ccccc1,'=',1520.0
CHEMBL5278905,O=Cc1cn(-c2ccc(Br)cc2)nc1-c1ccc(Br)cc1,'=',17.0
CHEMBL97088,COc1ccc2c(c1)c(CC(=O)Oc1cccc3ccccc13)c(C)n2C(=O)c1ccc(Cl)cc1,'=',5000.0
CHEMBL5286858,Cc1c(C2=NNC(c3ccccc3)C2)nnn1-c1ccc(S(N)(=O)=O)cc1,'=',2610.0
CHEMBL5269887,C/C(=N\NC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C)c1cc2ccccc2o1,'=',2610.0
CHEMBL5287931,Cc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,'=',190.0
CHEMBL5278348,COc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,'=',190.0
CHEMBL278505,CC(C)S(=O)(=O)c1c(O)n(Cc2ccc(F)c(F)c2)c(=O)c2ccc(Cl)cc12,'=',100.0
CHEMBL44038,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',141.25
CHEMBL274811,CC(C)(C)c1cc(C(=O)C[S+]([O-])CC2CC2)cc2c1OCC2(C)C,'=',4000.0
CHEMBL43090,CS(=O)(=O)c1ccc(-n2cc(CC#N)nc2-c2ccc(Cl)cc2)cc1,'=',1540.0
CHEMBL43217,CS(=O)(=O)Cc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,'>',100000.0
CHEMBL276976,Cc1ccncc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,'=',440.0
CHEMBL304967,COC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,'=',33000.0
CHEMBL95479,COc1ccc2c(c1)c(CC(=O)OCCC1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',1000.0
CHEMBL339890,CS(=O)(=O)c1ccc(-c2[nH]c([N+](=O)[O-])cc2-c2ccc(F)cc2)cc1,'=',63000.0
CHEMBL129308,Cn1ccc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,'=',20000.0
CHEMBL29562,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cc3ccccc3o2)cc1,'=',890.0
CHEMBL277721,CC(C)(C)c1cc(/C=C2\SC(NO)=NC2=O)cc(C(C)(C)C)c1O,'=',1500.0
CHEMBL158316,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,'=',2300.0
CHEMBL320006,CCOC(=O)/C=C/c1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,'>',300000.0
CHEMBL4462870,COc1ccc(-c2noc(C)c2-c2ccc(OC)cc2)cc1,'=',350.0
CHEMBL348087,Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,'=',20.0
CHEMBL45383,CS(=O)(=O)c1ccc(-n2cc(CO)nc2-c2ccc(Cl)cc2)cc1,'=',8350.0
CHEMBL414162,CS(=O)(=O)c1ccc(-n2cc(C=O)nc2-c2ccc(Cl)cc2)cc1,'=',1600.0
CHEMBL117528,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,'=',15.0
CHEMBL4528493,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,'=',80.0
CHEMBL29083,CCc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,'=',28.18
CHEMBL4443521,O=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1)c1ccc(Cl)cc1,'=',600.0
CHEMBL4451192,Nc1nc(-c2ccccc2)cc(-c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3)cc2)n1,'=',2800.0
CHEMBL280601,NS(=O)(=O)c1ccc(-n2ncc([N+](=O)[O-])c2-c2ccccc2)cc1,'=',288.4
CHEMBL70681,CCOC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,'=',23000.0
CHEMBL96950,Cc1ncccc1-c1ncc(Cl)cc1-c1ccc(S(C)(=O)=O)cc1,'=',1330.0
CHEMBL2171245,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)c(Cl)c3)c2c1,'>',100000.0
CHEMBL2347676,CCS(=O)(=O)c1nc(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',320.0
CHEMBL2346675,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(F)cc2)cc1,'=',280.0
CHEMBL292948,CNS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'=',7200.0
CHEMBL97943,CS(=O)(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1,'=',1000.0
CHEMBL338105,CS(=O)(=O)c1ccc(C2=C(c3ccc(C#N)cc3)CCC2)cc1,'=',77900.0
CHEMBL42674,CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',10.0
CHEMBL109030,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,'=',865.0
CHEMBL340573,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1,'=',3.0
CHEMBL416902,COc1ccc(-c2nc(C)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,'=',28.0
CHEMBL2347677,CSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',60.0
CHEMBL3739527,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)cc23)c1,'>',10000.0
CHEMBL289447,Cc1ccc2c(c1)C1=C(c3ccc(S(C)(=O)=O)cc3)C(=O)OC1CC2,'=',665.0
CHEMBL3739771,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)cc23)c1,'>',10000.0
CHEMBL322240,CC1C(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)ON1C,'=',31.6
CHEMBL126991,Cc1cc(=O)c(Oc2ccc(Cl)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',190.0
CHEMBL16272,CCONC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,'=',3200.0
CHEMBL66821,CC(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'>',30000.0
CHEMBL3233600,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,'=',85.0
CHEMBL3233601,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,'=',53.0
CHEMBL4574444,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2,'=',10330.0
CHEMBL4437353,CCOC(=O)c1cnn(-c2ccccn2)c1-n1nnc2ccccc2c1=O,'=',20000.0
CHEMBL324670,CC1(C)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',70.0
CHEMBL145626,CC(=O)Oc1ccccc1SCCCOc1ccccc1,'>',1000000.0
CHEMBL22812,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,'=',80.0
CHEMBL3576984,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c3ccccc32)cc1,'=',970.0
CHEMBL171335,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1,'=',2.0
CHEMBL67447,NS(=O)(=O)c1ccc(-c2sccc2-c2ccc(F)cc2)cc1,'=',670.0
CHEMBL4279764,O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Cl)cc3)nn2)cc1,'=',110.0
CHEMBL512400,C=C1C(=O)O[C@@H]2C[C@@]3(C)C=CC(=O)C(=C)[C@@H]3C[C@H]12,'=',400.0
CHEMBL2333751,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCc2ccco2)cc1,'=',9670.0
CHEMBL2333748,CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,'=',4560.0
CHEMBL2333746,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,'=',11120.0
CHEMBL524133,Cc1ccc(-c2cnsc2-c2ccc(Cl)cc2)cc1,'>',50000.0
CHEMBL2283153,CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,'=',7900.0
CHEMBL3322399,CS(=O)(=O)c1ccc(N2CCN=C2c2cccc(F)c2)cc1,'>',10000.0
CHEMBL147165,O=S(=O)(Nc1ccncc1Oc1ccccc1)C(F)(F)F,'=',620.0
CHEMBL272433,CCSc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',833335724.28
CHEMBL271312,CC(Nc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1)c1ccccc1,'=',1916461.06
CHEMBL405564,CS(=O)(=O)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,'=',9.2
CHEMBL272393,CS(=O)(=O)c1ccc(-c2nc(O)cc(NCc3cccs3)n2)cc1,'=',79.4
CHEMBL405071,CC(C)(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',31.1
CHEMBL271103,CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',93.9
CHEMBL2234866,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',3980.0
CHEMBL270294,CS(=O)(=O)c1ccc(-c2nc(SCc3cccs3)cc(C(F)(F)F)n2)cc1,'=',4.1
CHEMBL257483,CC(C)CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',789.8
CHEMBL3410359,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Cl)cc1,'=',2280.0
CHEMBL236238,O=C(O)Cc1cccn1-c1ccccc1F,'=',6200.0
CHEMBL1630250,CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',140.0
CHEMBL1630258,CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',1130.0
CHEMBL1682200,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,'=',740.0
CHEMBL403720,CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',454.5
CHEMBL1630231,CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',46.0
CHEMBL1630240,CCC(CC)COc1c(Cl)cc2c(c1Cl)OC(C(F)(F)F)C(C(=O)O)=C2,'<',21.0
CHEMBL499347,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,'=',5.15
CHEMBL556929,CN(c1ccccc1)c1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,'=',85.0
CHEMBL557128,CS(=O)(=O)c1ccc(-c2cnc(C(O)c3ccccc3)nc2-c2ccc(F)cc2)cc1,'=',57.0
CHEMBL2315326,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,'=',1100.0
CHEMBL499070,CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,'=',0.5998
CHEMBL500936,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,'=',0.08995
CHEMBL463232,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccnc(Cl)c2)cc1,'=',190.0
CHEMBL491079,C/C(=C\c1ccc(C(F)(F)F)cc1)c1ccc(O)cc1,'=',470.0
CHEMBL558727,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,'=',272.0
CHEMBL2158024,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,'=',6800.0
CHEMBL2159926,COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,'=',2900.0
CHEMBL1322701,O=C(Nc1ccccc1)Nc1nnc(-c2ccccc2)o1,'=',63.0
CHEMBL1939435,O=C(O)/C=C/c1ccc2c(c1)O[C@H](c1cc(O)cc(O)c1)[C@H](C(=O)O)O2,'=',7500.0
CHEMBL4470659,CS(=O)(=O)c1ccc(-c2noc(N)c2-c2ccc(F)cc2)cc1,'>',50000.0
CHEMBL260564,Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1,'>',100000.0
CHEMBL261266,Nc1ccccc1NC(=O)c1cccc(C(F)(F)F)c1,'>',100000.0
CHEMBL4449466,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,'=',44500.0
CHEMBL4163044,COc1ccc(-c2noc(CC(=O)OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,'=',3100.0
CHEMBL96954,COc1ccc2c(c1)c(CC(=O)Oc1cccnc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',50.0
CHEMBL319590,CN1CC(c2ccccc2)=C(c2ccc(F)cc2)O1,'=',4960.0
CHEMBL466447,COc1ccc2c(c1)c(CC(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,'=',600.0
CHEMBL129861,Cn1c(Br)cc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,'=',35500.0
CHEMBL14266,CN(CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)CC1CC1,'=',2500.0
CHEMBL274798,Cc1ccc(F)cc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,'>',100000.0
CHEMBL18040,CC1(O)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',380.0
CHEMBL328009,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,'=',9.0
