Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value
CHEMBL497858,CC(COC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1)O[N+](=O)[O-],'=',730.0
CHEMBL502285,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,'=',0.36
CHEMBL499041,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,'=',8.356
CHEMBL502286,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1,'=',5.0
CHEMBL502555,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1,'=',0.06998
CHEMBL4786548,C/C(=N\NC(N)=O)c1nnn(-c2ccc(F)cc2)c1C,'=',270.0
CHEMBL4792785,C/C(=N\NC(N)=S)c1nnn(-c2ccc(C(=O)O)cc2)c1C,'=',50.0
CHEMBL4761227,CCCCCCCCCCCc1cc(O)cc(OC)c1O,'=',550.0
CHEMBL4798135,CCCCCCCCCCCCCc1cc(O)cc(OC)c1O,'=',1550.0
CHEMBL4750752,CCCCCCCCCCCCCCCc1cc(O)cc(OC)c1O,'=',2710.0
CHEMBL4739960,CCCCCc1cccc(OC)c1O,'=',4650.0
CHEMBL4764453,CCCCCC1=CC(=O)C=C(OC)C1=N,'=',5820.0
CHEMBL1669036,CCOc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,'=',355.0
CHEMBL1630253,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,'=',8.0
CHEMBL1669028,CS(=O)(=O)Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,'=',40100.0
CHEMBL4751020,COc1ccc(CNc2nc(Cl)nc3cc(-c4cccs4)ccc23)cc1,'>',50000.0
CHEMBL4777820,COC(=O)CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,'=',459700.0
CHEMBL47447,CC(=O)Nc1ccc(-c2cc(C)nn2-c2ccc(Br)cc2)cc1,'=',550.0
CHEMBL307606,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(=O)O)cc2)cc1,'=',59000.0
CHEMBL1958348,CC(=O)Oc1ccccc1C(=O)Oc1ccc(CCO)cc1,'=',380.0
CHEMBL2159923,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1C,'=',4500.0
CHEMBL442441,C/C(=N/OCc1ccccc1Nc1c(Cl)cccc1Cl)C(=O)O,'=',100.0
CHEMBL2158356,Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,'=',74910.0
CHEMBL2158006,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(N2CCOCC2=O)cc1,'=',12640.0
CHEMBL2158365,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,'=',52390.0
CHEMBL403957,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(Cl)s3)cc(C(F)(F)F)n2)cc1,'=',5.4
CHEMBL493969,CC(=O)c1cc(C(C)=O)c2c(=O)cc(-c3ccccc3)oc2c1,'=',2700.0
CHEMBL3775699,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCC3)c2)c(F)c1,'>',100000.0
CHEMBL3774586,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCCCc3ccccc3)c2)c(F)c1,'=',6200.0
CHEMBL3774833,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2C)c1,'=',1400.0
CHEMBL503641,CC(=O)Nc1ccc2[nH]ncc2c1,'=',107151.93
CHEMBL462709,COc1c(C(C)(C)C)cc(-c2cc(=S)ss2)cc1C(C)(C)C,'=',47.2
CHEMBL512916,CN(C)c1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,'>',10000.0
CHEMBL609572,CSc1ccc(C2=C(c3ccccc3)C(=O)OC2=O)cc1,'=',18450.0
CHEMBL1080553,O=C(CNS(=O)(=O)c1ccccc1C(=O)O)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,'>',100000.0
CHEMBL579022,CC(=O)NS(=O)(=O)c1cc(-c2ccn(C(F)F)c(=O)c2)ccc1C(=O)O,'=',2600.0
CHEMBL1163223,COc1ccc2c(c1)c1c(n2Cc2ccc(S(C)(=O)=O)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,'=',109200.0
CHEMBL49918,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2OC(C(F)(F)F)C(F)(F)F)cc1,'<',200.0
CHEMBL146465,CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)ccc1S(N)(=O)=O,'=',5000.0
CHEMBL95052,COc1ccc2c(c1)c(CC(=O)N1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,'>',17000.0
CHEMBL18251,CC1(O)OC(=O)C(c2ccc(Cl)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',850.0
CHEMBL1163238,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2F)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,'=',126000.0
CHEMBL1164949,COC1(c2cc(F)cc(OCCCN3CCc4c(c5ccccc5n4C(=O)c4ccccc4)C3)c2)CCOCC1.Cl,'=',101900.0
CHEMBL322720,CS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,'=',20700.0
CHEMBL156256,Clc1ccc(-c2nn(-c3ccccc3)c3c2CCCC3)cc1,'=',620.0
CHEMBL17276,CS(=O)(=O)c1ccc(-c2sc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,'=',18.0
CHEMBL423004,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(C(F)(F)F)c3)CCC2)cc1,'>',100000.0
CHEMBL471171,Cc1ccc(-c2[se]ncc2-c2ccc(Cl)cc2)cc1,'=',0.0
CHEMBL499348,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(F)cc3c2-c2ccccc2)cc1,'=',2.0
CHEMBL524662,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Cl)cc2)cc1,'=',33.5
CHEMBL527107,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1,'=',1.409
CHEMBL28662,FC(F)(F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,'>',100000.0
CHEMBL52020,Cc1cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)ccc1F,'=',2.0
CHEMBL317321,CCn1nccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',700.0
CHEMBL421385,COc1ccc2c(c1)c(CC(=O)NOCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',50.0
CHEMBL316823,NS(=O)(=O)c1ccc(-c2cscc2-c2ccc(F)cc2)cc1,'=',8.0
CHEMBL306217,CS(=O)(=O)c1ccc(-c2[nH]nc(C(F)(F)F)c2-c2ccc(F)cc2)cc1,'>',100000.0
CHEMBL95021,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2OC3)cc1,'=',1330.15
CHEMBL119618,CCCN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,'=',4000.0
CHEMBL367739,Cc1cnc(NC(=O)C2=C(O)c3sccc3S(=O)(=O)N2C)s1,'=',510.0
CHEMBL4557315,N#Cc1c(/N=C/c2ccc(O)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',640.0
CHEMBL4531924,N#Cc1c(/N=C/c2cccnc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',9840.0
CHEMBL4471314,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2,'=',4240.0
CHEMBL4547592,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2,'=',7140.0
CHEMBL297527,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N)cc2)cc1,'=',2640.0
CHEMBL353353,CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2cc(OC)ccc2[nH]1,'=',6250.0
CHEMBL28220,COc1ccc2c(c1)c(Cc1nc(-c3ccc(Cl)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,'=',7.0
CHEMBL1957452,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,'=',450000.0
CHEMBL1957568,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,'=',13000.0
CHEMBL1957574,O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,'=',110000.0
CHEMBL282084,Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',340.0
CHEMBL16952,CS(=O)(=O)c1ccc(-c2sc(-c3ccncc3)nc2-c2ccc(F)cc2)cc1,'=',1600.0
CHEMBL442063,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,'>',30000.0
CHEMBL1957879,FC(F)(F)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1,'=',11600.0
CHEMBL330200,COc1ccc2c(c1)c(CC(=O)Oc1ccc3ccccc3c1)c(C)n2C(=O)c1ccc(Cl)cc1,'>',8000.0
CHEMBL97935,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)csc2Br)cc1,'>',30000.0
CHEMBL161590,CCc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',270.0
CHEMBL2112567,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc2c1OCC2(C)C,'=',3.5
CHEMBL25035,CC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',130.0
CHEMBL336011,NS(=O)(=O)c1ccc(C2=C(c3cc(F)c(F)c(F)c3)CCC2)cc1,'=',2900.0
CHEMBL97130,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,'>',66000.0
CHEMBL4799478,COc1ccc(-c2noc(CC(=O)NCc3ccc(CNC(=O)Cc4onc(-c5ccc(OC)cc5)c4-c4ccc(OC)cc4)cc3)c2-c2ccc(OC)cc2)cc1,'>',50000.0
CHEMBL183088,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,'=',14.13
CHEMBL5219227,C[C@H](C(=O)N(C)CC(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl)c1cccc(C(=O)c2ccccc2)c1,'=',1930.0
CHEMBL5275709,Nc1c(C(=O)N/N=C/c2ccc(C(=O)Oc3ccccc3)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,'=',104.0
CHEMBL5287611,CCCCCC1C(C)=c2c(OCc3nnc(SCC(=O)N4CCN(c5ncccn5)CC4)o3)nn(C)c(=O)c2=C1C,'=',6800.0
CHEMBL1630254,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',150.0
CHEMBL1630252,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,'=',910.0
CHEMBL4087573,Cc1c(C(=O)NC2CCCCC2)nc2ccc(Cl)cc2c1O,'=',1410.0
CHEMBL17739,NS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,'=',13.0
CHEMBL279608,CC(C)(C)c1cc(-c2nsc(NS(C)(=O)=O)n2)cc(C(C)(C)C)c1O,'>',20000.0
CHEMBL49056,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CN(c3ccccc3Cl)C2=O)cc1,'=',220.0
CHEMBL577045,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CC(=O)O)cc2)cc1,'=',1800.0
CHEMBL42595,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)c(F)c2)cc1,'=',120.0
CHEMBL320111,Cc1ccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)nc1,'=',380.0
CHEMBL97467,COc1ccc2c(c1)c(CC(=O)Oc1cc(C)cc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,'>',8000.0
CHEMBL327510,CCN(CC)C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',25000.0
CHEMBL147016,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccc([N+](=O)[O-])cc2)c1Cl,'=',66000.0
CHEMBL282185,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,'=',730.0
CHEMBL184122,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',12.88
CHEMBL426856,C[S@@+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,'=',4220.0
CHEMBL596692,O=C(O)Cc1ccc(-c2ccn(C(F)F)c(=O)c2)cc1,'=',890.0
CHEMBL318495,CNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',700.0
CHEMBL127642,CS(=O)(=O)c1ccc(-c2[nH]c(C(=O)C(F)(F)F)cc2-c2ccc(F)cc2)cc1,'=',298200.0
CHEMBL265562,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,'=',7.0
CHEMBL331921,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1C,'=',12.0
CHEMBL237204,Cc1c(CC(=O)NCCCO[N+](=O)[O-])c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,'=',3500.0
CHEMBL494905,CCOC(=O)C(O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2cccc(F)c2)c1C,'=',3800.0
CHEMBL149597,CS(=O)(=O)c1ccc(-c2c(-c3ccc(Cl)cc3)nc3sc(Cl)c(Cl)n23)cc1,'=',3600.0
CHEMBL456235,CCCCCCc1ccc(-c2ccc(O)c(OC)c2)o1,'=',8400.0
CHEMBL237400,COc1cc2c(CC(=O)NCCCO[N+](=O)[O-])c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,'=',5800.0
CHEMBL237399,COc1cc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,'=',4100.0
CHEMBL16878,CC(C)(C)c1cc(-c2nnc(N=C(N)N)o2)cc(C(C)(C)C)c1O,'=',23000.0
CHEMBL329419,CS(=O)(=O)c1ccc(-c2cccnc2-c2cccnc2)cc1,'=',610.0
CHEMBL48332,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(F)cc3)C2)cc1,'=',350.0
CHEMBL165946,CCCCc1cc(-c2ccccc2)n(-c2ccc(S(C)(=O)=O)cc2)n1,'>',10000.0
CHEMBL73572,COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',250.0
CHEMBL17101,Cc1nc(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,'=',38.0
CHEMBL316484,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,'>',66000.0
CHEMBL283388,CCOc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',645.65
CHEMBL2262934,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,'=',120000.0
CHEMBL95659,COc1ccc2c(c1)c(CC(=O)NNCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',2500.0
CHEMBL161377,CCS(=O)(=O)c1ccc(-c2oc(C)nc2-c2ccc(F)cc2)cc1,'=',38000.0
CHEMBL338914,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)c(Cl)c2-c2ccc(F)cc2)cc1,'=',69000.0
CHEMBL420479,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccncc2)cc1,'>',100000.0
CHEMBL17047,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(F)cc2)cc1,'=',6.0
CHEMBL29887,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,'=',9.3
CHEMBL28913,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,'=',3.7
CHEMBL43672,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1,'=',30.0
CHEMBL43089,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,'=',460.0
CHEMBL2391054,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',1300.0
CHEMBL24009,CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1,'=',15.0
CHEMBL367778,CC(C)(O)c1scc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,'=',5900.0
CHEMBL95558,COC(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,'=',58.0
CHEMBL318410,COc1ccc2c(c1)c(CC(=O)OC1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',120.0
CHEMBL319578,COc1ccc2c(c1)c(CC(=O)N[C@@H](C)c1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',200.0
CHEMBL24415,COc1ccc2c(c1)c(CC(=O)NCCO)c(C)n2C(=O)c1ccc(Cl)cc1,'=',250.0
CHEMBL611203,COc1ccc2c(c1F)C[S+]([O-])c1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,'=',1513.56
CHEMBL4245581,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(F)cc2)n(-c2ccccc2)n1,'=',2540.0
CHEMBL5078291,COc1ccc(CCCNC(=O)c2ccccc2Nc2ccccc2)cc1,'>',150000.0
CHEMBL5082822,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1,'>',150000.0
CHEMBL4241367,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(F)cc2)cc1,'=',2840.0
CHEMBL4237875,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(F)c2)n(-c2ccccc2)n1,'=',3530.0
CHEMBL5075058,CCOC(=O)Cn1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2CC(=O)OCC)ccc2ccccc12,'=',23000.0
CHEMBL4096972,Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O,'=',1740.0
CHEMBL446974,COc1cc(O)c2c(=O)cc(C)oc2c1,'=',20100.0
CHEMBL499069,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1,'=',0.02
CHEMBL500943,CC(=O)NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,'=',0.1799
CHEMBL471103,CC/C(=C\c1cc(O)cc(O)c1)c1cccc(F)c1,'=',17700.0
CHEMBL1669034,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,'=',103.0
CHEMBL460396,CCCCCCC(Sc1nc(Cl)cc(NCCOc2ccccc2)n1)C(=O)O,'>',10.0
CHEMBL454691,Cc1cccc(Nc2cc(Cl)nc(SC(C)C(=O)O)n2)c1C,'>',10.0
CHEMBL1632406,Cc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2C(N)=S)cc1,'=',31850.0
CHEMBL1092137,CC(C(=O)O)c1ccn(C(F)F)c(=O)c1,'=',5500.0
CHEMBL1079877,CS(=O)(=O)Nc1ccncc1Nc1ccccc1,'=',2690.0
CHEMBL4075687,NCc1c(-c2ccccc2)c(C(=O)O)c2ccccn12,'=',14910.0
CHEMBL499349,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,'=',0.14
CHEMBL51860,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,'=',5.0
CHEMBL509159,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3[C@@H](O)CC(=O)[C@@]3(C)C[C@H]12,'=',3800.0
CHEMBL206765,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@@]1(C)O[C@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\CC[C@@]1(C)O[C@H]21,'=',600.0
CHEMBL502799,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,'=',2200.0
CHEMBL319999,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,'>',66000.0
CHEMBL5092058,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,'>',10000.0
CHEMBL3410354,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2c(F)cccc2Cl)cc1,'=',3660.0
CHEMBL3410356,COc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,'=',330.0
CHEMBL3410363,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1,'=',2740.0
CHEMBL270111,CS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1,'>',10000.0
CHEMBL4876637,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cccc(C)c4nc3Cl)c2=O)cc(OC)c1OC,'=',160.0
CHEMBL254377,COc1ccc2c(c1)c(CCNC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,'=',50.0
CHEMBL3238415,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)cc1,'=',300.0
CHEMBL3234234,CCOC(=O)/C(=C/c1cccc(Cl)c1)CSc1nc(C)cc(C)n1,'=',5880.0
CHEMBL456800,CCCCCC[C@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,'>',10.0
CHEMBL456575,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)OCC,'>',10.0
CHEMBL460616,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccccc3)cc2)n1)C(=O)O,'>',10.0
CHEMBL513053,CC/C(=C\c1cc(O)cc(O)c1)c1ccc2ccccc2c1,'=',3300.0
CHEMBL4873184,CCCCOc1nc(OCC2(C)COC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,'=',210.0
CHEMBL551418,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,'<',10.0
CHEMBL550737,Cc1cccc(Oc2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)c1,'<',10.0
CHEMBL549927,CS(=O)(=O)c1ccc(-c2cc(N)nc(NC3CCCCC3)n2)cc1,'>',10000.0
CHEMBL286277,NS(=O)(=O)c1ccc(-n2ncc(F)c2-c2ccccc2)cc1,'=',4660.0
CHEMBL4871207,COc1ccc(/C=C\C(=O)c2cc(-n3cc(CN4C(=O)C(=O)c5ccccc54)nn3)ccc2O)cc1,'=',37.0
CHEMBL4852569,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccccc3Cl)n2)cc1,'=',530.0
CHEMBL4868049,Cc1cc(-c2ccccc2)nn1S(=O)(=O)Oc1ccccc1C(F)(F)F,'>',100000.0
CHEMBL522267,Cc1ccc(-c2ssc(=S)c2-c2ccc(Cl)cc2)cc1,'=',50000.0
CHEMBL515547,Cc1ccc(-c2ssc(=S)c2-c2ccc(S(C)(=O)=O)cc2)cc1,'>',50000.0
CHEMBL472722,Oc1ccc(-c2ssc(=S)c2-c2ccc(O)cc2)cc1,'>',50000.0
CHEMBL28216,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,'=',500.0
CHEMBL596888,Cc1c(CC(=O)O)cccc1-c1ccn(C(F)F)c(=O)c1,'=',1200.0
CHEMBL223655,CCS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,'=',3280.0
CHEMBL365769,COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,'=',8.913
CHEMBL561609,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,'=',2.4
CHEMBL466188,c1ccc(Nc2c(-c3ccccn3)nc3ccccn23)cc1,'=',18500.0
CHEMBL501676,Clc1ccc(-c2cn[se]c2-c2ccc(Cl)cc2)cc1,'=',0.0
CHEMBL491088,Clc1ccc(-c2cnsc2-c2ccc(Cl)cc2)cc1,'=',4000.0
CHEMBL475545,Cc1ccc(-c2c(-c3ccc(Cl)cc3)ssc2=O)cc1,'>',50000.0
CHEMBL222732,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(C)c(C)c4)n3)c2)CCOCC1,'=',410.0
CHEMBL276800,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CCS2,'=',400.0
CHEMBL158148,CS(=O)(=O)c1ccc(-c2cnn(CC3CCCCC3)c(=O)c2-c2ccc(F)cc2)cc1,'=',410.0
CHEMBL154839,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,'=',470.0
CHEMBL358097,CCCSc1ccccc1OC(C)=O,'=',66000.0
CHEMBL144944,CC(=O)Oc1ccccc1SC1CCCCCC1,'>',40000.0
CHEMBL29257,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,'=',10.0
CHEMBL115458,COC(=O)c1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'>',10000.0
CHEMBL325298,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,'=',6.0
CHEMBL281014,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc([N+](=O)[O-])cc1,'>',20000.0
CHEMBL16516,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,'=',7.0
CHEMBL355677,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccccn2)cc1,'>',300000.0
CHEMBL171471,CS(=O)(=O)c1ccc(-c2ccccc2C2CCCCC2)cc1,'=',31000.0
CHEMBL342317,CCSc1ccccc1OC(C)=O,'=',200000.0
