Smiles,Standard Relation,Standard Units,Standard Value
CCc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,'=',nM,23.0
Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,'=',nM,300.0
C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,'=',nM,300.0
C[C@H]1C[C@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,'=',nM,50.0
CC(=O)OC(C)O/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,14400.0
Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,2800.0
COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,'=',nM,6700.0
COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@H]2O)cc1O,'=',nM,7800.0
COc1ccc(/C=C/C(=O)O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@]8(C)[C@H]9CC=C%10[C@@H]%11CC(C)(C)CC[C@]%11(C(=O)O[C@@H]%11O[C@H](CO[C@@H]%12O[C@H](CO)[C@@H](O[C@@H]%13O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@@H](O)[C@H](O)[C@H]%11O)CC[C@@]%10(C)[C@]9(C)CC[C@H]8C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@H]2O)cc1O,'=',nM,7600.0
COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)[C@]7(C)CO)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)O[C@@H]3CO)O[C@H](CO)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1O,'=',nM,9000.0
COc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,'=',nM,910.0
c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,'=',nM,410.0
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@H]3OCC(O)(CO)[C@@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O,'=',nM,490000.0
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@@]2(C)O,'=',nM,4600.0
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,'=',nM,40.0
COc1ccc(/C=C/C(=O)c2nn(-c3ccc(Cl)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1,'=',nM,300.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)s2)cc1,'=',nM,26.0
Cc1cccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c1,'=',nM,110.0
CC1(C)OC(=O)C(Oc2ncnc3ccccc23)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,2900.0
CC1(C)OC(=O)C(Oc2cccnc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,520.0
CC1(C)OC(=O)C(c2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,40.0
CS(=O)(=O)c1ccc(C2=C(c3cncc(Cl)c3)C(=O)CC2)cc1,'=',nM,87.0
Cc1ccnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn12,'=',nM,12.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2CCN(CCCCO[N+](=O)[O-])CC2)cc1,'=',nM,16800.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,'=',nM,8.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)c(F)cc2CS3)cc1,'=',nM,6.0
Cc1c(CC(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,'=',nM,17000.0
CC1(C)OC(=O)C(Oc2ccncc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,270.0
CCc1ccc(Nc2cnccc2NS(C)(=O)=O)cc1,'=',nM,8150.0
O=S(=O)(Nc1ccncc1NC1CCCC1)C(F)(F)F,'=',nM,3740.0
Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,3230.0
NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(C(=O)O)cc2)cc1,'=',nM,46800.0
CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,'=',nM,95.0
CNc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,'=',nM,660.69
CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,'=',nM,141.25
CC1(O)OC(=O)C(c2ccc3ccccc3c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,450.0
Cc1cc(C)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,'=',nM,19000.0
CS(=O)(=O)c1ccc(-c2nn(CC(=O)Nc3ccccc3)c(C(F)(F)F)c2-c2ccc(F)cc2)cc1,'=',nM,480.0
CC1(O)OC(=O)C(c2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,110.0
Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,'=',nM,52.0
Cc1cccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)c1,'=',nM,20.0
CC(C(=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c1ccc(C(=O)c2cccs2)cc1,'=',nM,2700.0
Cc1noc2c(Cc3ccccc3)nn(Cc3nnc(Nc4ccccc4)s3)c(=O)c12,'=',nM,10900.0
CCc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,'=',nM,120.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,'=',nM,120.0
COc1ccc2c(c1)c(Cc1nc(-c3csc4ccccc34)cs1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,1.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,'=',nM,3.3
CC(C(=O)O)c1cc(/C=C/S(C)(=O)=O)cc(C(=O)c2ccccc2)c1,'=',nM,9700.0
CCn1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,'=',nM,33.0
CC1(C)OC(=O)C(Oc2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,180.0
Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,1440.0
Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,'=',nM,80.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,'=',nM,2.0
O=S(=O)(Nc1ccncc1Nc1ccc(Cl)cc1)C(F)(F)F,'=',nM,410.0
NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,'=',nM,56000.0
CS(=O)(=O)c1ccc(C2=C(/C=C/c3ccc(F)cc3)C(=O)CC2)cc1,'=',nM,175.0
Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,'=',nM,80.0
CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,'=',nM,21.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,'=',nM,1.995
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccc(Br)cc1,'=',nM,2500.0
NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1,'=',nM,9.0
COC(=O)c1ccc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,'=',nM,48000.0
CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CCN2C,'=',nM,300.0
Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1,'=',nM,9.81
Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1,'=',nM,6.77
CS(=O)(=O)c1ccc(-c2cc(N)sc2-c2ccc(F)cc2)cc1.Cl,'=',nM,3000.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,160.0
COCCNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,'=',nM,3000.0
Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,'=',nM,8500.0
COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,570.0
CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,4.677
Oc1ccc(OCc2ccccc2)cc1,'=',nM,3726.0
CCc1ccc2[nH]c(C(=O)c3cc(C)ccn3)c(CC(=O)O)c2c1,'=',nM,1600.0
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,'=',nM,467.74
O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,'=',nM,263000.0
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1,'=',nM,6.0
COc1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CC(C)(C)CC1=O,'=',nM,880.0
CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(F)cc1,'=',nM,19630.0
CCOC(=O)C1=C(N)n2c(=O)c3ncccc3c(=O)n2C1c1ccccc1O,'=',nM,20.1
COc1ccc2c(c1)c(CCOC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,'=',nM,50.0
CNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,'=',nM,6000.0
CCn1c(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)n[nH]c1=S,'=',nM,6100.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O,'=',nM,21000.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,'=',nM,3.02
O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,'=',nM,4900.0
COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,'=',nM,169.82
CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](Cc1ccc(O)cc1)C(=O)OC)C(=O)OCC,'=',nM,35000.0
O=C1NC(=O)C(=Cc2cn(C[C@H](O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)c3ccccc23)C(=O)N1,'=',nM,1.0
NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2F)cc1,'=',nM,2300.0
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,'=',nM,4.803
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,'=',nM,56.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,'=',nM,120.0
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,'=',nM,38000.0
CS(=O)(=O)c1ccc(-c2sncc2-c2ccc(F)cc2)cc1,'=',nM,9000.0
CC(=O)Nc1ccc(O)cc1,'=',nM,141253.75
CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(C(F)(F)F)cc1,'=',nM,19830.0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,'=',nM,70.0
CC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,'=',nM,110.0
COc1ccc(Nc2c(-c3ccc(S(C)(=O)=O)cc3)nc3ccccn23)cc1,'=',nM,2800.0
c1cc(-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)[nH]n1,'=',nM,1720.0
CN(C)/C=C/C(=O)c1ccc(Nc2nc(N3CCCCC3)nc(N3CCCCC3)n2)cc1,'=',nM,1760.0
CCOc1ccc(-c2nn3nc(S(C)(=O)=O)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,264.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2F)cc1,'=',nM,470.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(F)cc2)cc1,'=',nM,170.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(C(F)(F)F)cc2)cc1,'=',nM,90.0
CS(=O)(=O)Nc1cc2c(cc1Sc1ccncc1)C(=O)CC2,'=',nM,1000.0
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1Cl,'=',nM,100.0
CC(C)=CCC12Oc3cc(O)ccc3C1(O)Oc1cc(O)c([C@H]3C=C(C)C[C@@H](c4ccc(O)cc4O)[C@@H]3C(=O)c3ccc(O)cc3O)c(O)c1C2=O,'=',nM,73000.0
Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)n1,'=',nM,30.0
CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(F)cc1)C(=O)CC2,'=',nM,1000.0
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,'=',nM,370.0
Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1,'=',nM,267.0
CCOC(=O)[C@H](OCc1cnnn1[C@@H](CO)C(=O)OC)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC,'=',nM,400.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(O)c2-c2ccccc2)cc1,'=',nM,3580.0
COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,'=',nM,4000.0
CC(=O)Oc1ccccc1C(=O)OCCn1c2ccccc2c(=O)c2ccccc21,'=',nM,21200.0
CC(=O)n1nc(-c2ccc(Cl)cc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,'=',nM,2790.0
Cc1cc(S(F)(F)(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,'=',nM,26.0
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1C,'=',nM,22.91
CC(C)(C)c1cc(-c2csc(N=C(N)N)n2)cc2c1OCC2(C)C,'=',nM,9000.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,'=',nM,39.0
CC(C)(C)c1cc(-c2nnc(NN)s2)cc(C(C)(C)C)c1O,'=',nM,1300.0
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cc(F)cc(F)c2)cc1,'=',nM,80.0
COc1ccc(Cc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,'=',nM,270.0
O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCOCC3)n2)cc1,'=',nM,100000.0
COc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,'=',nM,6000.0
[N-]=[N+]=NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,'=',nM,75000.0
O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccccc1F,'=',nM,70000.0
COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,'=',nM,600.0
COc1ccc(-c2nc3cc(NC(=O)c4ccccc4C)ccc3o2)cc1OC,'=',nM,4840.0
COc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4)ccc3o2)cc1OC,'=',nM,160.0
COc1cc(OC)cc(C(=O)Nc2ccc3oc(-c4ccc(OC)c(OC)c4)nc3c2)c1,'=',nM,440.0
Cc1cc(=O)c(-c2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,2050.22
CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,'=',nM,338.84
CC(C)Oc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,'=',nM,57.0
Cc1cc(C)c2c(=O)n(CCCC(=O)N3CCN(c4ccccc4)CC3)sc2n1,'=',nM,459000.0
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)c(CO)c2)cc1,'=',nM,3200.0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,'=',nM,4300.0
C/C(=C/CC/C(C)=C/CC[C@]1(C(=O)O)CC(=O)c2cc(O)ccc2O1)C(=O)O,'=',nM,1050.0
C/C(=C/CC/C(C)=C/CC/C(=C/C(=O)c1cc(O)ccc1O)C(=O)O)CO,'=',nM,3470.0
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1,'=',nM,1850.0
O=C(O)Cc1ccccc1-c1ccn(C(F)F)c(=O)c1,'=',nM,860.0
[2H]C([2H])([18F])Oc1nc(-c2ccc(OC)cc2)n(-c2ccc(OC)cc2)n1,'=',nM,840.0
CS(=O)(=O)Nc1ccncc1NC1CCCCC1.Cl.O,'=',nM,2440.0
CCOC(=O)[C@H](O)[C@@H](OCc1cnnn1[C@@H](CO)C(=O)OC)C(=O)OCC,'=',nM,40000.0
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3ccccc3c2)cc1,'=',nM,17810.0
CC1(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)CC1,'=',nM,200.0
CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(Br)cc1,'=',nM,1800.0
Cc1ccccc1-n1c(-c2ccc(S(N)(=O)=O)cc2)coc1=O,'=',nM,9705.1
CCOC(=O)CCc1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,'=',nM,130000.0
Cc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,69.18
NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,'=',nM,7.943
COc1ccc2cc(C(C)c3nc4s/c(=C\c5cccc6ccccc56)c(=O)n4n3)ccc2c1,'=',nM,68200.0
COc1ccc(-c2nc(NCc3ccccc3)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,'=',nM,59.0
Cc1cc(=O)c(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)o1,'=',nM,6889.7
NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(Cl)cc2)cc1,'=',nM,1199.5
CCOc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,'=',nM,43.0
NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,'=',nM,32.36
COc1c(Cl)cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,'=',nM,7.0
NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(Cl)cc2)cc1,'=',nM,10.0
CS(=O)(=O)c1ccc(C2=C(c3ccc(CO)cc3)CCC2)cc1,'=',nM,3235.94
CCCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,10000.0
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,'=',nM,75.0
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(N)c2)cc1,'=',nM,5888.44
NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,'=',nM,39.81
N#CCc1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,120.23
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,12.88
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,'=',nM,3.02
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cnccc2Cl)cc1,'=',nM,43.0
COc1c(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,'=',nM,141.25
O=C(NNc1ccc(Cl)cc1)c1ccccc1,'=',nM,530.0
Cc1cc(-c2ccc(NS(C)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,'=',nM,265.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1F,'=',nM,15.85
CS(=O)(=O)c1ccc(-c2cnc(Cl)n2-c2ccc(F)cc2)cc1,'=',nM,14.0
Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',nM,12.88
CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,'=',nM,1621.81
Cc1ccnc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,'=',nM,524.81
Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,7.079
CC[C@@H](CO)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,'=',nM,280.0
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1,'=',nM,1.514
COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,'=',nM,3.981
CS(=O)(=O)c1ccc(C2=CC3(C=C2c2ccc(F)cc2)CC3)cc1,'=',nM,25.7
NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,'=',nM,16.98
CS(=O)(=O)c1ccc(-c2ccc3c(c2-c2ccc(F)cc2)OCO3)cc1,'=',nM,83.18
Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(Cl)cc1,'=',nM,260.0
O=C(O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F,'=',nM,29.0
N#Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,110.0
CCCc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,'=',nM,43.0
CSc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,'=',nM,218.78
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2F)cc1,'=',nM,7.0
CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,'=',nM,20.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(Cl)c2-c2ccc(Cl)cc2)cc1,'=',nM,5.248
Cc1ccccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,'=',nM,199.53
COc1cc(/C=C/c2cc(/C=C/c3ccc(O)cc3)[nH]n2)ccc1O,'=',nM,15450.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)nc1,'=',nM,1288.25
Cc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,90.0
CC1(C)OC(=O)C(Oc2ccc(Cl)cn2)=C1c1ccc(S(C)(=O)=O)cc1,'=',nM,20.0
Cc1c(C(=O)/C(Cl)=N/O)cnn1-c1ccccc1,'=',nM,2330.0
CS(=O)(=O)c1ccc(-c2cc3c(cc2C(=O)c2cccc(F)c2)OCO3)cc1,'=',nM,1000.0
Cc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,120.0
CC(C)N(c1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2)C(C)C,'=',nM,100000.0
